customer_id,name,age,country,income
CUST0000118,Ahmed Bello,69,UK,194778.84
CUST0000119,John Smith,39,USA,33516.71
CUST0000120,Mary Johnson,28,Nigeria,103630.63
CUST0000121,Wei Zhang,31,Canada,115773.13
CUST0000122,Mary Johnson,70,UK,43270.93
CUST0000123,John Smith,21,Nigeria,193581.02
CUST0000124,Wei Zhang,45,Nigeria,199418.62
CUST0000125,Mary Johnson,52,UAE,44023.61
CUST0000126,Wei Zhang,56,Nigeria,183416.4
CUST0000127,Mary Johnson,40,Nigeria,150810.35
CUST0000128,Wei Zhang,43,USA,169739.05
CUST0000129,Mary Johnson,49,Nigeria,84959.44
CUST0000130,David Brown,59,UAE,98206.19
CUST0000131,John Smith,42,Canada,195244.01
CUST0000132,Aisha Musa,21,USA,193756.45
CUST0000133,Ahmed Bello,24,Canada,62015.42
CUST0000134,David Brown,25,UK,128025.95
CUST0000135,Ahmed Bello,55,USA,67090.4
CUST0000136,Fatima Ali,61,UK,68205.98
CUST0000137,Mary Johnson,56,Canada,111183.39
CUST0000138,Mary Johnson,25,Canada,137958.65
CUST0000139,David Brown,68,UAE,13516.81
CUST0000140,Wei Zhang,21,USA,48197.33
CUST0000141,Mary Johnson,19,Nigeria,105974.4
CUST0000142,Mary Johnson,73,UK,196102.07
CUST0000143,Aisha Musa,55,Canada,85902.05
CUST0000144,Mary Johnson,60,UK,64775.29
CUST0000145,Mary Johnson,32,UAE,86594.15
CUST0000146,Mary Johnson,63,Canada,27811.34
CUST0000147,Wei Zhang,29,UAE,34386.05
CUST0000148,Wei Zhang,33,UK,53033.31
CUST0000149,Fatima Ali,29,UAE,57261.35
CUST0000150,David Brown,55,UK,81707.24
CUST0000151,Fatima Ali,26,UAE,140383.65
CUST0000152,Aisha Musa,36,Canada,140114.38
CUST0000153,Fatima Ali,25,Nigeria,130292.16
CUST0000154,Carlos Diaz,29,Canada,140650.71
CUST0000155,David Brown,67,USA,108884.85
CUST0000156,Fatima Ali,48,Nigeria,72290.13
CUST0000157,Mary Johnson,57,UK,92291.24
CUST0000158,Mary Johnson,61,UAE,113051.36
CUST0000159,Fatima Ali,49,UK,79259.67
CUST0000160,Wei Zhang,48,USA,84982.13
CUST0000161,Mary Johnson,61,UAE,39584.53
CUST0000162,Carlos Diaz,73,Nigeria,106026.34
CUST0000163,Wei Zhang,26,UAE,140427.41
CUST0000164,David Brown,26,USA,145857.1
CUST0000165,David Brown,54,USA,86447.9
CUST0000166,David Brown,53,USA,95727.64
CUST0000167,Carlos Diaz,36,UK,131338.07
CUST0000168,John Smith,63,Canada,66051.62
CUST0000169,Mary Johnson,65,Nigeria,148654.16
CUST0000170,Mary Johnson,63,Canada,69729.2
CUST0000171,Mary Johnson,28,Canada,161196.84
CUST0000172,Carlos Diaz,62,Canada,24430.84
CUST0000173,John Smith,51,Nigeria,23459.37
CUST0000174,Wei Zhang,30,Nigeria,106112.71
CUST0000175,Fatima Ali,72,UK,7923.42
CUST0000176,Fatima Ali,19,UK,119241.62
CUST0000177,Mary Johnson,27,Nigeria,85904.55
CUST0000178,John Smith,18,Nigeria,64560.84
CUST0000179,Wei Zhang,66,Canada,38774.83
CUST0000180,Ahmed Bello,45,USA,108015.64
CUST0000181,Mary Johnson,44,Canada,87358.16
CUST0000182,Carlos Diaz,52,UK,2996.53
CUST0000183,Carlos Diaz,69,USA,177929.46
CUST0000184,John Smith,54,Canada,128910.99
CUST0000185,Ahmed Bello,40,Nigeria,196837.97
CUST0000186,Mary Johnson,53,UK,127444.62
CUST0000187,John Smith,68,Canada,56201.11
CUST0000188,John Smith,53,USA,162432.15
CUST0000189,David Brown,33,UAE,162037.23
CUST0000190,David Brown,42,UAE,64750.5
CUST0000191,Mary Johnson,23,UK,153440.02
CUST0000192,David Brown,24,USA,16262.56
CUST0000193,Mary Johnson,72,Nigeria,175067.18
CUST0000194,Carlos Diaz,21,Canada,116353.09
CUST0000195,David Brown,38,USA,120311.25
CUST0000196,Ahmed Bello,56,UK,119381.83
CUST0000197,John Smith,56,Nigeria,164207.59
CUST0000198,Fatima Ali,63,UAE,81367.64
CUST0000199,Fatima Ali,54,Nigeria,107116.6
CUST0000200,John Smith,52,Nigeria,75814.34
CUST0000201,Wei Zhang,71,USA,197745.21
CUST0000202,Fatima Ali,19,USA,139543.33
CUST0000203,Aisha Musa,31,UAE,97462.49
CUST0000204,John Smith,49,Canada,183445.66
CUST0000205,John Smith,73,Nigeria,90676.71
CUST0000206,Fatima Ali,55,UAE,63145.16
CUST0000207,Wei Zhang,23,USA,22222.6
CUST0000208,David Brown,46,Canada,60232.91
CUST0000209,Carlos Diaz,19,Nigeria,45547.3
CUST0000210,Ahmed Bello,45,Canada,89517.63
CUST0000211,Fatima Ali,28,UK,109529.52
CUST0000212,Aisha Musa,53,UK,157402.49
CUST0000213,Wei Zhang,57,Nigeria,163565.6
CUST0000214,Aisha Musa,26,UK,107182.98
CUST0000215,David Brown,53,USA,198739.52
CUST0000216,Fatima Ali,73,UAE,190824.92
CUST0000217,Carlos Diaz,62,Nigeria,158837.18
CUST0000218,Carlos Diaz,44,USA,1761.07
CUST0000219,Wei Zhang,67,USA,103264.68
CUST0000220,Ahmed Bello,28,UK,61905.99
CUST0000221,Ahmed Bello,49,UK,196431.13
CUST0000222,Ahmed Bello,64,UK,192728.31
CUST0000223,Aisha Musa,74,UAE,108408.11
CUST0000224,John Smith,37,Nigeria,56148.29
CUST0000225,Aisha Musa,42,Nigeria,114035.89
CUST0000226,Mary Johnson,67,UAE,190670.24
CUST0000227,Ahmed Bello,49,UK,83169.8
CUST0000228,Ahmed Bello,68,USA,100109.91
CUST0000229,David Brown,73,Canada,35739.25
CUST0000230,David Brown,38,UAE,184816.55
CUST0000231,David Brown,61,UK,119985.51
CUST0000232,Wei Zhang,39,UAE,133442.4
CUST0000233,Ahmed Bello,52,UK,175039.45
CUST0000234,Carlos Diaz,26,UAE,87294.47
CUST0000235,Fatima Ali,20,UAE,195119.98
CUST0000236,Carlos Diaz,44,UK,192722.66
CUST0000237,Mary Johnson,44,Nigeria,29516.03
CUST0000238,Fatima Ali,48,Nigeria,52897.87
CUST0000239,David Brown,33,Canada,112423.34
CUST0000240,Ahmed Bello,18,Nigeria,193981.69
CUST0000241,David Brown,24,UAE,151723.39
CUST0000242,Ahmed Bello,66,USA,2062.32
CUST0000243,Mary Johnson,19,Nigeria,32221.41
CUST0000244,Carlos Diaz,59,USA,86513.74
CUST0000245,Wei Zhang,29,Canada,185213.51
CUST0000246,David Brown,72,Nigeria,108578.99
CUST0000247,Fatima Ali,25,USA,86690.64
CUST0000248,Wei Zhang,64,UAE,85474.0
CUST0000249,Wei Zhang,38,Canada,71842.27
CUST0000250,Wei Zhang,40,Nigeria,196414.73
CUST0000251,Ahmed Bello,27,USA,82871.86
CUST0000252,Aisha Musa,52,Nigeria,17354.23
CUST0000253,Wei Zhang,45,Nigeria,178400.93
CUST0000254,John Smith,35,USA,9227.09
CUST0000255,Ahmed Bello,62,UK,80184.51
CUST0000256,Fatima Ali,33,Canada,115355.65
CUST0000257,Carlos Diaz,62,UK,79109.41
CUST0000258,Wei Zhang,37,UAE,39706.05
CUST0000259,Mary Johnson,61,Nigeria,182935.43
CUST0000260,Ahmed Bello,62,Nigeria,134298.76
CUST0000261,Fatima Ali,21,UK,16268.05
CUST0000262,John Smith,43,USA,149260.34
CUST0000263,Fatima Ali,69,Canada,47863.55
CUST0000264,Fatima Ali,57,UAE,104119.8
CUST0000265,Aisha Musa,32,UAE,128130.39
CUST0000266,Ahmed Bello,29,UAE,11171.77
CUST0000267,Aisha Musa,36,Canada,110534.13
CUST0000268,Ahmed Bello,72,UAE,113647.09
CUST0000269,Aisha Musa,55,UK,150676.1
CUST0000270,John Smith,41,UK,108166.6
CUST0000271,Wei Zhang,38,Canada,140267.61
CUST0000272,Wei Zhang,63,UAE,187075.9
CUST0000273,Carlos Diaz,58,UK,164992.32
CUST0000274,Mary Johnson,33,Nigeria,82504.81
CUST0000275,Wei Zhang,65,Nigeria,68174.62
CUST0000276,Ahmed Bello,18,USA,29949.41
CUST0000277,Fatima Ali,61,Canada,184039.73
CUST0000278,Aisha Musa,22,Canada,162800.45
CUST0000279,Ahmed Bello,40,UAE,18952.46
CUST0000280,Ahmed Bello,47,Canada,111411.79
CUST0000281,John Smith,70,UK,90516.86
CUST0000282,Fatima Ali,48,UK,179405.9
CUST0000283,Wei Zhang,18,UK,26068.96
CUST0000284,David Brown,19,USA,11256.54
CUST0000285,Aisha Musa,40,UK,196572.5
CUST0000286,Aisha Musa,32,Nigeria,11091.44
CUST0000287,Mary Johnson,68,USA,52213.81
CUST0000288,Fatima Ali,52,Nigeria,50754.57
CUST0000289,Mary Johnson,32,USA,89948.1
CUST0000290,Ahmed Bello,56,USA,50836.08
CUST0000291,Aisha Musa,47,Nigeria,133517.79
CUST0000292,Aisha Musa,57,UAE,44722.57
CUST0000293,Carlos Diaz,60,UK,94342.2
CUST0000294,David Brown,51,UK,1265.99
CUST0000295,John Smith,30,Nigeria,119435.37
CUST0000296,Mary Johnson,34,Nigeria,115127.38
CUST0000297,Mary Johnson,36,USA,126339.4
CUST0000298,Fatima Ali,40,UK,137848.05
CUST0000299,David Brown,18,UAE,5590.56
CUST0000300,David Brown,29,UAE,87189.1
CUST0000301,Fatima Ali,60,UAE,156782.73
CUST0000302,Ahmed Bello,26,UAE,117535.55
CUST0000303,Mary Johnson,43,Canada,108075.39
CUST0000304,Wei Zhang,30,UK,17684.78
CUST0000305,Aisha Musa,53,Nigeria,169099.19
CUST0000306,Fatima Ali,74,USA,59646.61
CUST0000307,Wei Zhang,26,UAE,17846.11
CUST0000308,Wei Zhang,38,UAE,25839.99
CUST0000309,Carlos Diaz,69,Canada,98388.19
CUST0000310,Fatima Ali,28,UK,114356.35
CUST0000311,Wei Zhang,24,UAE,64601.52
CUST0000312,Aisha Musa,71,UAE,196693.96
CUST0000313,Mary Johnson,62,USA,148693.93
CUST0000314,Mary Johnson,43,USA,58772.33
CUST0000315,John Smith,73,Nigeria,111482.17
CUST0000316,Ahmed Bello,73,USA,199779.83
CUST0000317,Wei Zhang,72,USA,191533.97
CUST0000318,Wei Zhang,20,Canada,162561.65
CUST0000319,Mary Johnson,30,Nigeria,57019.18
CUST0000320,David Brown,58,UK,146237.16
CUST0000321,Mary Johnson,36,Canada,105336.21
CUST0000322,David Brown,45,Nigeria,143292.93
CUST0000323,John Smith,65,Canada,124055.38
CUST0000324,David Brown,52,Nigeria,83130.69
CUST0000325,Fatima Ali,48,USA,74442.35
CUST0000326,Ahmed Bello,63,Canada,154145.87
CUST0000327,Ahmed Bello,36,Nigeria,151922.9
CUST0000328,Mary Johnson,45,Nigeria,26465.94
CUST0000329,John Smith,42,UK,42504.56
CUST0000330,Wei Zhang,38,Nigeria,68589.35
CUST0000331,Fatima Ali,46,USA,66114.02
CUST0000332,David Brown,69,Nigeria,44964.2
CUST0000333,Wei Zhang,69,USA,92579.85
CUST0000334,David Brown,48,UK,15885.75
CUST0000335,Aisha Musa,73,USA,54059.98
CUST0000336,David Brown,44,UAE,124119.94
CUST0000337,John Smith,73,USA,150872.62
CUST0000338,David Brown,57,USA,85183.04
CUST0000339,Mary Johnson,51,UAE,45894.43
CUST0000340,Ahmed Bello,51,Nigeria,86066.19
CUST0000341,Wei Zhang,49,Canada,197642.24
CUST0000342,Fatima Ali,59,Nigeria,180108.08
CUST0000343,Mary Johnson,25,UK,79687.4
CUST0000344,John Smith,29,USA,7513.4
CUST0000345,Fatima Ali,65,UK,74183.75
CUST0000346,Aisha Musa,40,USA,62879.02
CUST0000347,Ahmed Bello,38,UAE,60103.6
CUST0000348,Aisha Musa,47,USA,196267.04
CUST0000349,Fatima Ali,72,Canada,158392.4
CUST0000350,Carlos Diaz,55,UK,168144.52
CUST0000351,Fatima Ali,25,Nigeria,150403.28
CUST0000352,Carlos Diaz,18,UK,122472.99
CUST0000353,Wei Zhang,51,USA,142706.99
CUST0000354,Ahmed Bello,59,Canada,91170.8
CUST0000355,John Smith,61,UAE,184485.2
CUST0000356,John Smith,57,UAE,74420.15
CUST0000357,John Smith,20,USA,80740.0
CUST0000358,Aisha Musa,64,UK,173544.52
CUST0000359,Mary Johnson,57,UK,83420.54
CUST0000360,Fatima Ali,59,USA,27881.78
CUST0000361,Carlos Diaz,66,UK,161117.46
CUST0000362,Carlos Diaz,66,Nigeria,163191.2
CUST0000363,David Brown,25,USA,36375.05
CUST0000364,Carlos Diaz,25,USA,32572.76
CUST0000365,Wei Zhang,30,UK,94881.75
CUST0000366,Mary Johnson,65,Canada,183575.45
CUST0000367,Carlos Diaz,51,UK,83383.78
CUST0000368,Mary Johnson,54,UAE,131002.33
CUST0000369,Aisha Musa,41,Nigeria,159264.18
CUST0000370,Mary Johnson,30,UAE,186254.31
CUST0000371,Carlos Diaz,47,Canada,8887.79
CUST0000372,David Brown,59,UK,190405.86
CUST0000373,Mary Johnson,54,Nigeria,185225.22
CUST0000374,Aisha Musa,32,UK,46326.65
CUST0000375,Fatima Ali,71,UAE,14261.85
CUST0000376,Mary Johnson,64,UAE,44311.64
CUST0000377,Fatima Ali,72,Nigeria,176985.75
CUST0000378,David Brown,51,UK,176238.33
CUST0000379,David Brown,25,UK,136038.03
CUST0000380,Wei Zhang,70,Nigeria,119283.1
CUST0000381,David Brown,43,USA,190670.34
CUST0000382,David Brown,28,UAE,134352.27
CUST0000383,Mary Johnson,55,USA,102671.03
CUST0000384,Mary Johnson,36,UAE,90813.24
CUST0000385,David Brown,22,Canada,194129.67
CUST0000386,Carlos Diaz,24,UAE,180064.17
CUST0000387,Aisha Musa,22,Nigeria,33659.87
CUST0000388,David Brown,21,Canada,53318.73
CUST0000389,Fatima Ali,50,Nigeria,80714.82
CUST0000390,Aisha Musa,67,UK,61730.74
CUST0000391,Carlos Diaz,29,UK,79429.95
CUST0000392,Ahmed Bello,51,Canada,42670.97
CUST0000393,Carlos Diaz,68,UAE,164745.84
CUST0000394,Mary Johnson,58,UAE,90291.96
CUST0000395,Fatima Ali,27,Canada,133973.09
CUST0000396,Aisha Musa,54,UK,119995.19
CUST0000397,Mary Johnson,73,Canada,158756.29
CUST0000398,Ahmed Bello,60,Nigeria,68297.02
CUST0000399,Mary Johnson,48,USA,78594.01
CUST0000400,Fatima Ali,22,USA,132067.33
CUST0000401,Carlos Diaz,33,Nigeria,110833.68
CUST0000402,Ahmed Bello,43,UAE,89127.21
CUST0000403,Aisha Musa,35,UK,46706.06
CUST0000404,Aisha Musa,52,UAE,175934.53
CUST0000405,Aisha Musa,42,USA,183241.82
CUST0000406,Fatima Ali,38,Nigeria,130522.76
CUST0000407,Ahmed Bello,66,Canada,85646.04
CUST0000408,Wei Zhang,53,UAE,109376.78
CUST0000409,Carlos Diaz,35,Canada,160141.77
CUST0000410,Fatima Ali,59,UK,123201.75
CUST0000411,Aisha Musa,30,UAE,98319.59
CUST0000412,Fatima Ali,70,Nigeria,83371.47
CUST0000413,John Smith,68,USA,109836.8
CUST0000414,Mary Johnson,33,USA,102510.42
CUST0000415,John Smith,66,Nigeria,160026.95
CUST0000416,Wei Zhang,71,USA,167158.04
CUST0000417,David Brown,73,USA,134407.29
CUST0000418,Aisha Musa,52,UK,1435.99
CUST0000419,Mary Johnson,38,Canada,102101.14
CUST0000420,Ahmed Bello,36,Canada,144142.19
CUST0000421,David Brown,39,UK,84070.38
CUST0000422,Carlos Diaz,40,UAE,169778.73
CUST0000423,Wei Zhang,35,Nigeria,145634.1
CUST0000424,Wei Zhang,71,Canada,185792.81
CUST0000425,Ahmed Bello,68,Nigeria,63970.99
CUST0000426,Wei Zhang,54,Nigeria,181820.82
CUST0000427,Fatima Ali,33,UK,7868.49
CUST0000428,Wei Zhang,63,UK,188534.57
CUST0000429,Carlos Diaz,24,UAE,195019.21
CUST0000430,Ahmed Bello,41,Canada,23644.08
CUST0000431,John Smith,69,USA,81742.41
CUST0000432,Fatima Ali,40,Nigeria,1432.28
CUST0000433,John Smith,46,UK,156805.29
CUST0000434,Aisha Musa,38,Canada,136651.55
CUST0000435,John Smith,67,UK,55646.73
CUST0000436,Fatima Ali,47,UK,133260.32
CUST0000437,Ahmed Bello,58,UK,124508.52
CUST0000438,David Brown,27,USA,70306.58
CUST0000439,John Smith,19,USA,75328.93
CUST0000440,Mary Johnson,45,Nigeria,149687.77
CUST0000441,Mary Johnson,58,Nigeria,50112.28
CUST0000442,Fatima Ali,64,UK,171387.96
CUST0000443,John Smith,51,UAE,91975.53
CUST0000444,Aisha Musa,73,Nigeria,70139.01
CUST0000445,Mary Johnson,21,Nigeria,33116.61
CUST0000446,Ahmed Bello,57,Canada,68654.79
CUST0000447,Carlos Diaz,55,Nigeria,47617.14
CUST0000448,Carlos Diaz,37,UK,43779.36
CUST0000449,Fatima Ali,50,UK,147552.3
CUST0000450,Ahmed Bello,58,Canada,142963.83
CUST0000451,Wei Zhang,22,UK,14222.53
CUST0000452,Mary Johnson,71,UAE,29746.71
CUST0000453,Carlos Diaz,62,UAE,155690.21
CUST0000454,Ahmed Bello,39,Canada,77159.41
CUST0000455,David Brown,22,USA,82896.09
CUST0000456,Fatima Ali,72,UAE,175258.6
CUST0000457,Aisha Musa,28,UAE,55158.14
CUST0000458,Ahmed Bello,22,Canada,38828.78
CUST0000459,Aisha Musa,24,UK,73441.38
CUST0000460,David Brown,46,UAE,90740.63
CUST0000461,Wei Zhang,21,USA,177279.71
CUST0000462,David Brown,45,UK,160013.99
CUST0000463,John Smith,59,USA,177967.56
CUST0000464,Fatima Ali,43,Nigeria,5667.5
CUST0000465,Carlos Diaz,67,UK,137487.31
CUST0000466,Aisha Musa,30,Nigeria,91540.39
CUST0000467,Carlos Diaz,33,Nigeria,77513.33
CUST0000468,Aisha Musa,25,UK,151316.22
CUST0000469,David Brown,55,USA,161396.23
CUST0000470,John Smith,21,UK,47322.98
CUST0000471,Fatima Ali,42,UAE,188181.21
CUST0000472,Mary Johnson,43,USA,55438.8
CUST0000473,John Smith,66,UK,147354.03
CUST0000474,Aisha Musa,71,UK,120393.32
CUST0000475,Ahmed Bello,20,Nigeria,119413.57
CUST0000476,Carlos Diaz,47,UK,24089.81
CUST0000477,John Smith,21,Nigeria,32060.5
CUST0000478,Ahmed Bello,62,USA,175285.99
CUST0000479,Aisha Musa,29,Nigeria,198339.82
CUST0000480,Wei Zhang,32,UK,103442.36
CUST0000481,John Smith,21,UAE,156947.31
CUST0000482,Fatima Ali,38,Nigeria,106961.36
CUST0000483,Wei Zhang,70,Canada,16540.88
CUST0000484,Mary Johnson,63,Canada,176169.6
CUST0000485,Ahmed Bello,37,UAE,84604.61
CUST0000486,Mary Johnson,33,USA,91736.12
CUST0000487,Mary Johnson,34,UK,147657.39
CUST0000488,Wei Zhang,72,UAE,163475.56
CUST0000489,Carlos Diaz,22,UK,113715.25
CUST0000490,Mary Johnson,24,USA,87028.01
CUST0000491,Carlos Diaz,45,UK,42252.69
CUST0000492,Mary Johnson,20,USA,137197.18
CUST0000493,Fatima Ali,33,Canada,54819.9
CUST0000494,David Brown,55,UAE,17698.52
CUST0000495,Ahmed Bello,58,UK,24098.94
CUST0000496,Fatima Ali,44,USA,36416.89
CUST0000497,John Smith,27,UK,82354.56
CUST0000498,David Brown,24,USA,94948.46
CUST0000499,Ahmed Bello,49,UAE,83276.04
CUST0000500,Aisha Musa,68,USA,156555.92
CUST0000501,Mary Johnson,29,UAE,68812.05
CUST0000502,John Smith,41,UK,123488.22
CUST0000503,Mary Johnson,24,UK,43416.47
CUST0000504,Carlos Diaz,42,UK,167203.67
CUST0000505,David Brown,66,USA,90093.72
CUST0000506,John Smith,50,UAE,60521.25
CUST0000507,Carlos Diaz,21,UK,74297.0
CUST0000508,Ahmed Bello,41,Canada,82466.55
CUST0000509,Carlos Diaz,24,Canada,45270.43
CUST0000510,Mary Johnson,58,Nigeria,7186.56
CUST0000511,Aisha Musa,25,UAE,44036.44
CUST0000512,Fatima Ali,31,Nigeria,30425.3
CUST0000513,Ahmed Bello,40,UK,11749.27
CUST0000514,Wei Zhang,52,Nigeria,25527.03
CUST0000515,John Smith,32,UK,46511.43
CUST0000516,David Brown,36,Canada,15614.4
CUST0000517,Wei Zhang,63,Nigeria,58925.67
CUST0000518,Fatima Ali,39,USA,9527.74
CUST0000519,Fatima Ali,57,USA,26428.82
CUST0000520,Wei Zhang,30,Nigeria,116878.74
CUST0000521,David Brown,70,UAE,161286.4
CUST0000522,Aisha Musa,72,UK,57433.48
CUST0000523,Wei Zhang,45,UK,174061.77
CUST0000524,Aisha Musa,32,Nigeria,7765.95
CUST0000525,David Brown,71,USA,116787.25
CUST0000526,Aisha Musa,18,Nigeria,128165.2
CUST0000527,Mary Johnson,18,UK,28330.38
CUST0000528,Aisha Musa,43,UK,190817.32
CUST0000529,Ahmed Bello,25,UAE,95766.3
CUST0000530,Aisha Musa,49,Canada,10873.04
CUST0000531,Aisha Musa,33,USA,58953.11
CUST0000532,Ahmed Bello,46,USA,104730.78
CUST0000533,Carlos Diaz,69,USA,78076.78
CUST0000534,John Smith,53,Canada,50775.14
CUST0000535,Fatima Ali,24,UK,198596.27
CUST0000536,Ahmed Bello,30,USA,8406.11
CUST0000537,Fatima Ali,47,UK,143723.16
CUST0000538,Aisha Musa,53,UK,83192.42
CUST0000539,Ahmed Bello,59,UK,77878.02
CUST0000540,John Smith,66,UAE,51981.33
CUST0000541,David Brown,27,Canada,41924.86
CUST0000542,Wei Zhang,68,Canada,152237.69
CUST0000543,John Smith,23,Canada,147792.78
CUST0000544,Fatima Ali,63,UAE,161827.18
CUST0000545,Wei Zhang,62,Nigeria,28592.76
CUST0000546,Aisha Musa,73,Nigeria,188518.91
CUST0000547,Fatima Ali,24,Nigeria,69278.92
CUST0000548,Ahmed Bello,33,UAE,56070.88
